seq,date,time_hms,proc,summary,source_file,file_idx,start_time,day_folder,has_light
35,2025-09-05,13:12:33,It,💡 It  Alisson71  VG=-5.0 V  VDS=0.1 V  VL=2.0 V  λ=455.0 nm  period=120.0 s  #2,raw_data/Alisson_05_sept/It2025-09-05_2.csv,2,1757092353.0123117,Alisson_05_sept,true
36,2025-09-05,13:15:42,It,💡 It  Alisson71  VG=-5.0 V  VDS=0.1 V  VL=3.0 V  λ=455.0 nm  period=120.0 s  #3,raw_data/Alisson_05_sept/It2025-09-05_3.csv,3,1757092542.658285,Alisson_05_sept,true
37,2025-09-05,13:18:51,It,💡 It  Alisson71  VG=-5.0 V  VDS=0.1 V  VL=4.0 V  λ=455.0 nm  period=120.0 s  #4,raw_data/Alisson_05_sept/It2025-09-05_4.csv,4,1757092731.3531482,Alisson_05_sept,true
38,2025-09-05,13:21:59,It,💡 It  Alisson71  VG=-5.0 V  VDS=0.1 V  VL=5.0 V  λ=455.0 nm  period=120.0 s  #5,raw_data/Alisson_05_sept/It2025-09-05_5.csv,5,1757092919.621063,Alisson_05_sept,true
39,2025-09-05,13:25:08,It,💡 It  Alisson71  VG=-3.0 V  VDS=0.1 V  VL=1.0 V  λ=455.0 nm  period=120.0 s  #6,raw_data/Alisson_05_sept/It2025-09-05_6.csv,6,1757093108.0241983,Alisson_05_sept,true
40,2025-09-05,13:28:15,It,💡 It  Alisson71  VG=-3.0 V  VDS=0.1 V  VL=2.0 V  λ=455.0 nm  period=120.0 s  #7,raw_data/Alisson_05_sept/It2025-09-05_7.csv,7,1757093295.041799,Alisson_05_sept,true
41,2025-09-05,13:31:22,It,💡 It  Alisson71  VG=-3.0 V  VDS=0.1 V  VL=3.0 V  λ=455.0 nm  period=120.0 s  #8,raw_data/Alisson_05_sept/It2025-09-05_8.csv,8,1757093482.2192397,Alisson_05_sept,true
42,2025-09-05,13:34:29,It,💡 It  Alisson71  VG=-3.0 V  VDS=0.1 V  VL=4.0 V  λ=455.0 nm  period=120.0 s  #9,raw_data/Alisson_05_sept/It2025-09-05_9.csv,9,1757093669.2249944,Alisson_05_sept,true
43,2025-09-05,13:37:36,It,💡 It  Alisson71  VG=-3.0 V  VDS=0.1 V  VL=5.0 V  λ=455.0 nm  period=120.0 s  #10,raw_data/Alisson_05_sept/It2025-09-05_10.csv,10,1757093856.3335834,Alisson_05_sept,true
44,2025-09-05,13:40:43,It,💡 It  Alisson71  VG=3.0 V  VDS=0.1 V  VL=1.0 V  λ=455.0 nm  period=120.0 s  #11,raw_data/Alisson_05_sept/It2025-09-05_11.csv,11,1757094043.2951381,Alisson_05_sept,true
45,2025-09-05,13:43:50,It,💡 It  Alisson71  VG=3.0 V  VDS=0.1 V  VL=2.0 V  λ=455.0 nm  period=120.0 s  #12,raw_data/Alisson_05_sept/It2025-09-05_12.csv,12,1757094230.5565064,Alisson_05_sept,true
46,2025-09-05,13:46:57,It,💡 It  Alisson71  VG=3.0 V  VDS=0.1 V  VL=3.0 V  λ=455.0 nm  period=120.0 s  #13,raw_data/Alisson_05_sept/It2025-09-05_13.csv,13,1757094417.5165586,Alisson_05_sept,true
47,2025-09-05,13:50:04,It,💡 It  Alisson71  VG=3.0 V  VDS=0.1 V  VL=4.0 V  λ=455.0 nm  period=120.0 s  #14,raw_data/Alisson_05_sept/It2025-09-05_14.csv,14,1757094604.6492393,Alisson_05_sept,true
48,2025-09-05,13:53:11,It,💡 It  Alisson71  VG=3.0 V  VDS=0.1 V  VL=5.0 V  λ=455.0 nm  period=120.0 s  #15,raw_data/Alisson_05_sept/It2025-09-05_15.csv,15,1757094791.6474655,Alisson_05_sept,true
49,2025-09-05,13:56:18,It,💡 It  Alisson71  VG=5.0 V  VDS=0.1 V  VL=1.0 V  λ=455.0 nm  period=120.0 s  #16,raw_data/Alisson_05_sept/It2025-09-05_16.csv,16,1757094978.7677546,Alisson_05_sept,true
50,2025-09-05,13:59:27,It,💡 It  Alisson71  VG=5.0 V  VDS=0.1 V  VL=2.0 V  λ=455.0 nm  period=120.0 s  #17,raw_data/Alisson_05_sept/It2025-09-05_17.csv,17,1757095167.016689,Alisson_05_sept,true
51,2025-09-05,14:02:35,It,💡 It  Alisson71  VG=5.0 V  VDS=0.1 V  VL=3.0 V  λ=455.0 nm  period=120.0 s  #18,raw_data/Alisson_05_sept/It2025-09-05_18.csv,18,1757095355.4330423,Alisson_05_sept,true
52,2025-09-05,14:05:43,It,💡 It  Alisson71  VG=5.0 V  VDS=0.1 V  VL=4.0 V  λ=455.0 nm  period=120.0 s  #19,raw_data/Alisson_05_sept/It2025-09-05_19.csv,19,1757095543.8151393,Alisson_05_sept,true
53,2025-09-05,14:08:52,It,💡 It  Alisson71  VG=5.0 V  VDS=0.1 V  VL=5.0 V  λ=455.0 nm  period=120.0 s  #20,raw_data/Alisson_05_sept/It2025-09-05_20.csv,20,1757095732.2165942,Alisson_05_sept,true
54,2025-09-05,14:18:42,IVg,IVg Alisson71  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #5,raw_data/Alisson_05_sept/IVg2025-09-05_5.csv,5,1757096322.2670183,Alisson_05_sept,false
55,2025-09-05,14:24:17,IVg,IVg Alisson71  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #6,raw_data/Alisson_05_sept/IVg2025-09-05_6.csv,6,1757096657.8735113,Alisson_05_sept,false
56,2025-09-05,14:29:51,IVg,IVg Alisson71  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #7,raw_data/Alisson_05_sept/IVg2025-09-05_7.csv,7,1757096991.7144797,Alisson_05_sept,false
57,2025-09-05,14:31:42,It,💡 It  Alisson71  VG=-5.0 V  VDS=0.1 V  VL=1.0 V  λ=365.0 nm  period=120.0 s  #21,raw_data/Alisson_05_sept/It2025-09-05_21.csv,21,1757097102.3796213,Alisson_05_sept,true
58,2025-09-05,14:34:50,It,💡 It  Alisson71  VG=-5.0 V  VDS=0.1 V  VL=2.0 V  λ=365.0 nm  period=120.0 s  #22,raw_data/Alisson_05_sept/It2025-09-05_22.csv,22,1757097290.652577,Alisson_05_sept,true
59,2025-09-05,14:37:59,It,💡 It  Alisson71  VG=-5.0 V  VDS=0.1 V  VL=3.0 V  λ=365.0 nm  period=120.0 s  #23,raw_data/Alisson_05_sept/It2025-09-05_23.csv,23,1757097479.0574262,Alisson_05_sept,true
60,2025-09-05,14:41:07,It,💡 It  Alisson71  VG=-5.0 V  VDS=0.1 V  VL=4.0 V  λ=365.0 nm  period=120.0 s  #24,raw_data/Alisson_05_sept/It2025-09-05_24.csv,24,1757097667.3660626,Alisson_05_sept,true
61,2025-09-05,14:44:16,It,💡 It  Alisson71  VG=-5.0 V  VDS=0.1 V  VL=5.0 V  λ=365.0 nm  period=120.0 s  #25,raw_data/Alisson_05_sept/It2025-09-05_25.csv,25,1757097856.5340202,Alisson_05_sept,true
62,2025-09-05,14:47:24,It,💡 It  Alisson71  VG=-3.0 V  VDS=0.1 V  VL=1.0 V  λ=365.0 nm  period=120.0 s  #26,raw_data/Alisson_05_sept/It2025-09-05_26.csv,26,1757098044.916885,Alisson_05_sept,true
63,2025-09-05,14:50:32,It,💡 It  Alisson71  VG=-3.0 V  VDS=0.1 V  VL=2.0 V  λ=365.0 nm  period=120.0 s  #27,raw_data/Alisson_05_sept/It2025-09-05_27.csv,27,1757098232.2564619,Alisson_05_sept,true
64,2025-09-05,14:53:40,It,💡 It  Alisson71  VG=-3.0 V  VDS=0.1 V  VL=3.0 V  λ=365.0 nm  period=120.0 s  #28,raw_data/Alisson_05_sept/It2025-09-05_28.csv,28,1757098420.0619078,Alisson_05_sept,true
65,2025-09-05,14:56:47,It,💡 It  Alisson71  VG=-3.0 V  VDS=0.1 V  VL=4.0 V  λ=365.0 nm  period=120.0 s  #29,raw_data/Alisson_05_sept/It2025-09-05_29.csv,29,1757098607.836259,Alisson_05_sept,true
66,2025-09-05,14:59:55,It,💡 It  Alisson71  VG=-3.0 V  VDS=0.1 V  VL=5.0 V  λ=365.0 nm  period=120.0 s  #30,raw_data/Alisson_05_sept/It2025-09-05_30.csv,30,1757098795.3130095,Alisson_05_sept,true
67,2025-09-05,15:03:02,It,💡 It  Alisson71  VG=3.0 V  VDS=0.1 V  VL=1.0 V  λ=365.0 nm  period=120.0 s  #31,raw_data/Alisson_05_sept/It2025-09-05_31.csv,31,1757098982.6950347,Alisson_05_sept,true
68,2025-09-05,15:14:03,It,💡 It  Alisson71  VG=3.0 V  VDS=0.1 V  VL=2.0 V  λ=365.0 nm  period=120.0 s  #32,raw_data/Alisson_05_sept/It2025-09-05_32.csv,32,1757099643.0667238,Alisson_05_sept,true
69,2025-09-05,15:17:10,It,💡 It  Alisson71  VG=3.0 V  VDS=0.1 V  VL=3.0 V  λ=365.0 nm  period=120.0 s  #33,raw_data/Alisson_05_sept/It2025-09-05_33.csv,33,1757099830.2791784,Alisson_05_sept,true
70,2025-09-05,15:20:17,It,💡 It  Alisson71  VG=3.0 V  VDS=0.1 V  VL=4.0 V  λ=365.0 nm  period=120.0 s  #34,raw_data/Alisson_05_sept/It2025-09-05_34.csv,34,1757100017.28169,Alisson_05_sept,true
71,2025-09-05,15:23:24,It,💡 It  Alisson71  VG=3.0 V  VDS=0.1 V  VL=5.0 V  λ=365.0 nm  period=120.0 s  #35,raw_data/Alisson_05_sept/It2025-09-05_35.csv,35,1757100204.609542,Alisson_05_sept,true
72,2025-09-05,15:26:31,It,💡 It  Alisson71  VG=5.0 V  VDS=0.1 V  VL=1.0 V  λ=365.0 nm  period=120.0 s  #36,raw_data/Alisson_05_sept/It2025-09-05_36.csv,36,1757100391.660886,Alisson_05_sept,true
73,2025-09-05,15:29:40,It,💡 It  Alisson71  VG=5.0 V  VDS=0.1 V  VL=2.0 V  λ=365.0 nm  period=120.0 s  #37,raw_data/Alisson_05_sept/It2025-09-05_37.csv,37,1757100580.1583772,Alisson_05_sept,true
74,2025-09-05,15:32:48,It,💡 It  Alisson71  VG=5.0 V  VDS=0.1 V  VL=3.0 V  λ=365.0 nm  period=120.0 s  #38,raw_data/Alisson_05_sept/It2025-09-05_38.csv,38,1757100768.3910058,Alisson_05_sept,true
75,2025-09-05,15:35:56,It,💡 It  Alisson71  VG=5.0 V  VDS=0.1 V  VL=4.0 V  λ=365.0 nm  period=120.0 s  #39,raw_data/Alisson_05_sept/It2025-09-05_39.csv,39,1757100956.9886005,Alisson_05_sept,true
76,2025-09-05,15:39:05,It,💡 It  Alisson71  VG=5.0 V  VDS=0.1 V  VL=5.0 V  λ=365.0 nm  period=120.0 s  #40,raw_data/Alisson_05_sept/It2025-09-05_40.csv,40,1757101145.2068858,Alisson_05_sept,true
77,2025-09-05,15:46:00,IVg,IVg Alisson71  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #8,raw_data/Alisson_05_sept/IVg2025-09-05_8.csv,8,1757101560.6086628,Alisson_05_sept,false
78,2025-09-05,15:50:52,IVg,IVg Alisson71  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #9,raw_data/Alisson_05_sept/IVg2025-09-05_9.csv,9,1757101852.7355077,Alisson_05_sept,false
79,2025-09-05,16:15:40,IVg,IVg Alisson71  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #10,raw_data/Alisson_05_sept/IVg2025-09-05_10.csv,10,1757103340.5451238,Alisson_05_sept,false
80,2025-09-12,11:14:57,IVg,IVg Alisson71  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #1,raw_data/Alisson_12_sept/IVg2025-09-12_1.csv,1,1757686497.4707847,Alisson_12_sept,false
81,2025-09-12,11:16:25,IVg,IVg Alisson71  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #2,raw_data/Alisson_12_sept/IVg2025-09-12_2.csv,2,1757686585.381315,Alisson_12_sept,false
82,2025-09-12,11:16:55,IVg,IVg Alisson71  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #3,raw_data/Alisson_12_sept/IVg2025-09-12_3.csv,3,1757686615.0106933,Alisson_12_sept,false
83,2025-09-12,11:19:58,IV,IV  Alisson71  VG=0.0 V  VSD:-1.0→1.0 (step 0.01)  #1,raw_data/Alisson_12_sept/IV2025-09-12_1.csv,1,1757686798.9217222,Alisson_12_sept,false
84,2025-09-12,11:20:34,IV,IV  Alisson71  VG=0.0 V  VSD:-1.0→1.0 (step 0.01)  #2,raw_data/Alisson_12_sept/IV2025-09-12_2.csv,2,1757686834.374426,Alisson_12_sept,false
