Irange,NPLC,Burn-in time,Chip group name,Chip number,Information,Laser voltage,Laser wavelength,Procedure version,Sample,Step time,VDS,VG end,VG start,VG step,Laser toggle,has_light,source_file,start_time,time_hms,T step start time,Initial (current) T,Laser ON+OFF period,Sampling time (excluding Keithley),Target T,VG,N_avg,Optical fiber,Laser voltage end,Laser voltage start,Laser voltage step
0.001,1.0,300.0,Alisson,81.0,monitoring,0.0,0.0,2.1.0,other,0.0,0.1,5.0,-5.0,0.05,false,false,raw_data/Alisson_25_sept/IVg2025-09-25_19.csv,1758825376.5650008,15:36:16,,,,,,,,,,,
0.001,1.0,0.0,Alisson,81.0,monitoring,0.0,455.0,2.1.0,other,0.0,0.1,5.0,-5.0,0.05,false,false,raw_data/Alisson_25_sept/IVg2025-09-25_2.csv,1758813778.5120664,12:22:58,,,,,,,,,,,
0.001,1.0,300.0,Alisson,81.0,monitoring,0.0,0.0,2.1.0,other,0.0,0.1,5.0,-5.0,0.05,false,false,raw_data/Alisson_25_sept/IVg2025-09-25_20.csv,1758825804.5872686,15:43:24,,,,,,,,,,,
0.001,1.0,0.0,Alisson,81.0,monitoring,0.0,455.0,2.1.0,other,0.0,0.1,5.0,-5.0,0.05,false,false,raw_data/Alisson_25_sept/IVg2025-09-25_3.csv,1758814675.924096,12:37:55,,,,,,,,,,,
0.001,1.0,0.0,Alisson,81.0,monitoring,0.0,455.0,2.1.0,other,0.0,0.1,5.0,-5.0,0.05,false,false,raw_data/Alisson_25_sept/IVg2025-09-25_4.csv,1758816213.8103318,13:03:33,,,,,,,,,,,
0.001,1.0,0.0,Alisson,81.0,monitoring,0.0,455.0,2.1.0,other,0.0,0.1,5.0,-5.0,0.05,false,false,raw_data/Alisson_25_sept/IVg2025-09-25_5.csv,1758817274.1916926,13:21:14,,,,,,,,,,,
0.001,1.0,0.0,Alisson,81.0,monitoring,0.0,455.0,2.1.0,other,0.0,0.1,5.0,-5.0,0.05,false,false,raw_data/Alisson_25_sept/IVg2025-09-25_6.csv,1758818263.3180363,13:37:43,,,,,,,,,,,
0.001,1.0,0.0,Alisson,81.0,monitoring,0.0,455.0,2.1.0,other,0.0,0.1,5.0,-5.0,0.05,false,false,raw_data/Alisson_25_sept/IVg2025-09-25_7.csv,1758818852.561047,13:47:32,,,,,,,,,,,
0.001,1.0,0.0,Alisson,81.0,monitoring,0.0,455.0,2.1.0,other,0.0,0.1,5.0,-5.0,0.05,false,false,raw_data/Alisson_25_sept/IVg2025-09-25_8.csv,1758819460.82857,13:57:40,,,,,,,,,,,
0.001,1.0,0.0,Alisson,81.0,monitoring,0.0,455.0,2.1.0,other,0.0,0.1,5.0,-5.0,0.05,false,false,raw_data/Alisson_25_sept/IVg2025-09-25_9.csv,1758820052.7755544,14:07:32,,,,,,,,,,,
0.001,1.0,,Alisson,81.0,Light testing,1.59,850.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_1.csv,1758814015.8570971,12:26:55,120.0,0.0,120.0,0.0,25.0,-1.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,3.09,405.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_10.csv,,,120.0,0.0,120.0,0.0,25.0,-1.5,,,,,
0.001,1.0,,Alisson,81.0,Light testing,3.09,405.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_11.csv,1758820587.8153722,14:16:27,120.0,0.0,120.0,0.0,25.0,-1.5,,,,,
0.001,1.0,,Alisson,81.0,Light testing,3.09,405.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_12.csv,1758820774.3635147,14:19:34,120.0,0.0,120.0,0.0,25.0,-3.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,3.09,405.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_13.csv,1758820985.0680833,14:23:05,120.0,0.0,120.0,0.0,25.0,1.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,3.09,405.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_14.csv,1758821248.1004577,14:27:28,120.0,0.0,120.0,0.0,25.0,2.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,2.22,385.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_15.csv,1758824862.1369112,15:27:42,120.0,0.0,120.0,0.0,25.0,-1.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,4.78,365.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_16.csv,1758825441.2961516,15:37:21,120.0,0.0,120.0,0.0,25.0,-1.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,4.68,680.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_2.csv,1758814882.3237348,12:41:22,120.0,0.0,120.0,0.0,25.0,-1.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,2.51,625.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_3.csv,1758816422.582969,13:07:02,120.0,0.0,120.0,0.0,25.0,-1.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,3.61,590.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_4.csv,1758817337.0203724,13:22:17,120.0,0.0,120.0,0.0,25.0,-1.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,1.64,565.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_5.csv,1758818346.7884958,13:39:06,120.0,0.0,120.0,0.0,25.0,-1.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,1.83,505.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_6.csv,1758818946.7770386,13:49:06,120.0,0.0,120.0,0.0,25.0,-1.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,1.37,455.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_7.csv,1758819550.7830365,13:59:10,120.0,0.0,120.0,0.0,25.0,-1.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,3.09,405.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_8.csv,1758820145.6222627,14:09:05,120.0,0.0,120.0,0.0,25.0,-1.0,,,,,
0.001,1.0,,Alisson,81.0,Light testing,3.09,405.0,2.2.0,other,,0.1,,,,true,true,raw_data/Alisson_25_sept/It2025-09-25_9.csv,1758820332.0033362,14:12:12,120.0,0.0,120.0,0.0,25.0,1.0,,,,,
,,,,,None,,850.0,1.1.1,,0.2,,,,,,true,raw_data/Alisson_25_sept/LaserCalibration2025-09-25_1.csv,1758813525.8905582,12:18:45,,,,,,,2.0,F1 (M92L02),5.0,0.0,0.1
,,,,,None,,385.0,1.1.1,,0.2,,,,,,true,raw_data/Alisson_25_sept/LaserCalibration2025-09-25_10.csv,1758824677.2577193,15:24:37,,,,,,,2.0,F1 (M92L02),5.0,0.0,0.1
,,,,,None,,365.0,1.1.1,,0.2,,,,,,true,raw_data/Alisson_25_sept/LaserCalibration2025-09-25_11.csv,1758825189.4097588,15:33:09,,,,,,,2.0,F1 (M92L02),5.0,0.0,0.1
,,,,,None,,680.0,1.1.1,,0.2,,,,,,true,raw_data/Alisson_25_sept/LaserCalibration2025-09-25_2.csv,1758814542.7946107,12:35:42,,,,,,,2.0,F1 (M92L02),5.0,0.0,0.1
,,,,,None,,625.0,1.1.1,,0.2,,,,,,true,raw_data/Alisson_25_sept/LaserCalibration2025-09-25_3.csv,1758815299.9144926,12:48:19,,,,,,,2.0,F1 (M92L02),5.0,0.0,0.1
,,,,,None,,590.0,1.1.1,,0.2,,,,,,true,raw_data/Alisson_25_sept/LaserCalibration2025-09-25_4.csv,1758817156.660018,13:19:16,,,,,,,2.0,F1 (M92L02),5.0,0.0,0.1
,,,,,None,,565.0,1.1.1,,0.2,,,,,,true,raw_data/Alisson_25_sept/LaserCalibration2025-09-25_5.csv,1758817864.290691,13:31:04,,,,,,,2.0,F1 (M92L02),5.0,0.0,0.1
,,,,,None,,565.0,1.1.1,,0.2,,,,,,true,raw_data/Alisson_25_sept/LaserCalibration2025-09-25_6.csv,1758817921.6564164,13:32:01,,,,,,,2.0,F1 (M92L02),5.0,0.0,0.1
,,,,,None,,505.0,1.1.1,,0.2,,,,,,true,raw_data/Alisson_25_sept/LaserCalibration2025-09-25_7.csv,1758818687.462615,13:44:47,,,,,,,2.0,F1 (M92L02),5.0,0.0,0.1
,,,,,None,,455.0,1.1.1,,0.2,,,,,,true,raw_data/Alisson_25_sept/LaserCalibration2025-09-25_8.csv,1758819343.5081677,13:55:43,,,,,,,2.0,F1 (M92L02),5.0,0.0,0.1
,,,,,None,,405.0,1.1.1,,0.2,,,,,,true,raw_data/Alisson_25_sept/LaserCalibration2025-09-25_9.csv,1758819969.0593128,14:06:09,,,,,,,2.0,F1 (M92L02),5.0,0.0,0.1
