seq,date,time_hms,proc,summary,source_file,file_idx,start_time,day_folder
44,2025-10-14,19:16:09,It,It  Alisson67  VG=-0.4 V  VDS=0.1 V  VL=4.6 V  λ=365.0 nm  period=120.0 s  #39,raw_data/2025-10-14/It2025-10-14_39.csv,39,1760480169.4066715,2025-10-14
46,2025-10-14,19:31:39,It,It  Alisson67  VG=0.2 V  VDS=0.1 V  VL=1.05 V  λ=365.0 nm  period=120.0 s  #40,raw_data/2025-10-14/It2025-10-14_40.csv,40,1760481099.2091749,2025-10-14
47,2025-10-14,19:34:39,It,It  Alisson67  VG=0.2 V  VDS=0.1 V  VL=2.15 V  λ=365.0 nm  period=120.0 s  #41,raw_data/2025-10-14/It2025-10-14_41.csv,41,1760481279.489276,2025-10-14
48,2025-10-14,19:37:39,It,It  Alisson67  VG=0.2 V  VDS=0.1 V  VL=3.34 V  λ=365.0 nm  period=120.0 s  #42,raw_data/2025-10-14/It2025-10-14_42.csv,42,1760481459.6622388,2025-10-14
49,2025-10-14,19:40:39,It,It  Alisson67  VG=0.2 V  VDS=0.1 V  VL=4.6 V  λ=365.0 nm  period=120.0 s  #43,raw_data/2025-10-14/It2025-10-14_43.csv,43,1760481639.8738148,2025-10-14
52,2025-10-15,10:47:50,It,It  Alisson67  VG=-0.4 V  VDS=0.1 V  VL=1.05 V  λ=365.0 nm  period=120.0 s  #1,raw_data/2025-10-15/It2025-10-15_1.csv,1,1760536070.279681,2025-10-15
57,2025-10-16,12:03:23,It,It  Alisson67  VG=-0.4 V  VDS=0.1 V  VL=1.05 V  λ=365.0 nm  period=120.0 s  #1,raw_data/2025-10-16/It2025-10-16_1.csv,1,1760627003.8860064,2025-10-16
58,2025-10-16,12:07:19,It,It  Alisson67  VG=-0.4 V  VDS=0.1 V  VL=2.15 V  λ=365.0 nm  period=120.0 s  #2,raw_data/2025-10-16/It2025-10-16_2.csv,2,1760627239.0781224,2025-10-16
59,2025-10-16,12:10:21,It,It  Alisson67  VG=-0.4 V  VDS=0.1 V  VL=3.34 V  λ=365.0 nm  period=120.0 s  #3,raw_data/2025-10-16/It2025-10-16_3.csv,3,1760627421.685254,2025-10-16
60,2025-10-16,12:13:24,It,It  Alisson67  VG=-0.4 V  VDS=0.1 V  VL=4.6 V  λ=365.0 nm  period=120.0 s  #4,raw_data/2025-10-16/It2025-10-16_4.csv,4,1760627604.2779555,2025-10-16
65,2025-10-16,14:45:25,It,It  Alisson67  VG=-0.4 V  VDS=0.1 V  VL=1.05 V  λ=365.0 nm  period=120.0 s  #5,raw_data/2025-10-16/It2025-10-16_5.csv,5,1760636725.8616135,2025-10-16
66,2025-10-16,14:48:28,It,It  Alisson67  VG=-0.4 V  VDS=0.1 V  VL=0.0 V  λ=365.0 nm  period=2000.0 s  #6,raw_data/2025-10-16/It2025-10-16_6.csv,6,1760636908.366651,2025-10-16
